ds,cargo,forecast_kt
2036-06-01,Хлебные грузы,1523.3287159594072
2036-07-01,Хлебные грузы,1754.917265414366
2036-08-01,Хлебные грузы,2343.6273942225916
2036-09-01,Хлебные грузы,2546.0569559441856
2036-10-01,Хлебные грузы,2732.829105451687
2036-11-01,Хлебные грузы,2625.991854176566
2036-12-01,Хлебные грузы,2703.6186321978507
2026-01-01,Черные металлы,3813.3091322684695
2026-02-01,Черные металлы,3760.686870826347
2026-03-01,Черные металлы,4068.2173365256745
2026-04-01,Черные металлы,3994.361314659363
2026-05-01,Черные металлы,4074.6253235993427
2026-06-01,Черные металлы,3869.6154634298155
2026-07-01,Черные металлы,3840.413920077663
2026-08-01,Черные металлы,3816.0638501962417
2026-09-01,Черные металлы,3729.8888441529034
2026-10-01,Черные металлы,3831.669572656621
2026-11-01,Черные металлы,3757.1686374453266
2026-12-01,Черные металлы,3887.018976337156
2027-01-01,Черные металлы,3671.339628311028
2027-02-01,Черные металлы,3596.092599571545
2027-03-01,Черные металлы,3920.693465277074
2027-04-01,Черные металлы,3829.897727212791
2027-05-01,Черные металлы,3908.3113338077173
2027-06-01,Черные металлы,3700.8652307808607
2027-07-01,Черные металлы,3695.9257526462548
2027-08-01,Черные металлы,3676.652267492349
2027-09-01,Черные металлы,3576.6502440559734
2027-10-01,Черные металлы,3688.018894967537
2027-11-01,Черные металлы,3608.2287198239214
2027-12-01,Черные металлы,3722.731936250404
2028-01-01,Черные металлы,3502.6238871865535
2028-02-01,Черные металлы,3428.732714536956
2028-03-01,Черные металлы,3745.5850061039964
2028-04-01,Черные металлы,3645.153194055734
2028-05-01,Черные металлы,3717.024312306523
2028-06-01,Черные металлы,3516.2730361897584
2028-07-01,Черные металлы,3513.718703396595
2028-08-01,Черные металлы,3495.1067018962212
2028-09-01,Черные металлы,3391.3424660118712
2028-10-01,Черные металлы,3500.60712300577
2028-11-01,Черные металлы,3415.3615577739056
2028-12-01,Черные металлы,3526.9469623412238
2029-01-01,Черные металлы,3306.5296688154604
2029-02-01,Черные металлы,3227.023141551726
2029-03-01,Черные металлы,3539.6300224184447
2029-04-01,Черные металлы,3433.156467114352
2029-05-01,Черные металлы,3503.962773326921
2029-06-01,Черные металлы,3304.613584975858
2029-07-01,Черные металлы,3300.5703820902145
2029-08-01,Черные металлы,3275.940284997119
2029-09-01,Черные металлы,3180.3041112340065
2029-10-01,Черные металлы,3287.151501602269
2029-11-01,Черные металлы,3196.210130761945
2029-12-01,Черные металлы,3302.3325559114496
2030-01-01,Черные металлы,3087.0182725632494
2030-02-01,Черные металлы,3003.3537164339177
2030-03-01,Черные металлы,3315.8902792471868
2030-04-01,Черные металлы,3204.9534554375887
2030-05-01,Черные металлы,3273.31119531379
2030-06-01,Черные металлы,3069.880030791962
2030-07-01,Черные металлы,3076.151986107231
2030-08-01,Черные металлы,3043.6818195477317
2030-09-01,Черные металлы,2949.088769959734
2030-10-01,Черные металлы,3047.1995231143806
2030-11-01,Черные металлы,2959.783928640104
2030-12-01,Черные металлы,3060.3638755416805
2031-01-01,Черные металлы,2848.663871191828
2031-02-01,Черные металлы,2761.529118627724
2031-03-01,Черные металлы,3069.4234542773524
2031-04-01,Черные металлы,2956.8886779856803
2031-05-01,Черные металлы,3022.556439592123
2031-06-01,Черные металлы,2822.9730751649267
2031-07-01,Черные металлы,2828.7328682892467
2031-08-01,Черные металлы,2797.0784851495523
2031-09-01,Черные металлы,2701.240505686452
2031-10-01,Черные металлы,2803.8490262343857
2031-11-01,Черные металлы,2713.272030078485
2031-12-01,Черные металлы,2801.985578792167
2032-01-01,Черные металлы,2594.266812347663
2032-02-01,Черные металлы,2503.9059113188155
2032-03-01,Черные металлы,2805.193639227246
2032-04-01,Черные металлы,2693.5953388695616
2032-05-01,Черные металлы,2756.92792434078
2032-06-01,Черные металлы,2565.703309652687
2032-07-01,Черные металлы,2569.7529213833027
2032-08-01,Черные металлы,2537.1108442325176
2032-09-01,Черные металлы,2442.277835934642
2032-10-01,Черные металлы,2540.6375630646194
2032-11-01,Черные металлы,2452.250499636682
2032-12-01,Черные металлы,2530.7171357684065
2033-01-01,Черные металлы,2329.927512049889
2033-02-01,Черные металлы,2231.529730078307
2033-03-01,Черные металлы,2535.12336587808
2033-04-01,Черные металлы,2420.6758905688152
2033-05-01,Черные металлы,2481.18351299525
2033-06-01,Черные металлы,2291.7913296851343
2033-07-01,Черные металлы,2295.823980508979
2033-08-01,Черные металлы,2266.58114599381
2033-09-01,Черные металлы,2172.676531580233
2033-10-01,Черные металлы,2274.605969150171
2033-11-01,Черные металлы,2179.97611785375
2033-12-01,Черные металлы,2250.9027480898612
2034-01-01,Черные металлы,2055.6575499796227
2034-02-01,Черные металлы,2009.8117295614234
2034-03-01,Черные металлы,2251.175284982027
2034-04-01,Черные металлы,2133.7143796241985
2034-05-01,Черные металлы,2189.7585314141643
2034-06-01,Черные металлы,2074.017978369599
2034-07-01,Черные металлы,2079.5967452120212
2034-08-01,Черные металлы,2068.513953721016
2034-09-01,Черные металлы,2006.2076975729867
2034-10-01,Черные металлы,2049.522630422431
2034-11-01,Черные металлы,2005.1068277769978
2034-12-01,Черные металлы,2058.896034345355
2035-01-01,Черные металлы,1979.556308594042
2035-02-01,Черные металлы,1946.8562778234038
2035-03-01,Черные металлы,2095.401580466894
2035-04-01,Черные металлы,2055.1700934167498
2035-05-01,Черные металлы,2094.054828152995
2035-06-01,Черные металлы,2008.8967399297135
2035-07-01,Черные металлы,2016.2504196112873
2035-08-01,Черные металлы,2001.8237614809289
2035-09-01,Черные металлы,1942.2229473746875
2035-10-01,Черные металлы,1985.11155829933
2035-11-01,Черные металлы,1939.0537160337155
2035-12-01,Черные металлы,1991.117593579851
2036-01-01,Черные металлы,1917.5666031305207
2036-02-01,Черные металлы,1888.7316345900902
2036-03-01,Черные металлы,2032.335273658758
2036-04-01,Черные металлы,1991.1060501903155
2036-05-01,Черные металлы,2027.0251025636344
2036-06-01,Черные металлы,1944.6058230933963
2036-07-01,Черные металлы,1955.0857469605426
2036-08-01,Черные металлы,1939.6708434691936
2036-09-01,Черные металлы,1879.8765491152021
2036-10-01,Черные металлы,1920.4644057194516
2036-11-01,Черные металлы,1875.23206566028
2036-12-01,Черные металлы,1927.716916085481
